Run,Program Version,User,Time Started (UTC),Time Finished (UTC),Minutes Spent,Position,Points,How involved in AI alignment are you? Please select all that apply. (6kkcmyw),Which of the following resources have you used to understand AI alignment research? (nwudv6g),resources,verbal_rating_scale,prob_rating_scale,How involved in AI alignment are you? Please select all that apply. (g4mdi50),involvement,"For how many years have you been interested in AI alignment research? Please enter an integer, rounded to the nearest year. (bu4zyb5)",category,Which of the following resources have you spent more than 30 minutes engaging with? (t0y9zda),"Overall, how useful have you found {resource}? (okdtv5m)",resource,"How likely would you be to recommend {resource} as an AI alignment resource to a friend getting into AI alignment, who hadn't already read widely in the space? (xf22i7s)",How likely would you be to recommend {resource} as an AI alignment resource to a friend who is paid to do AI alignment research? (b51q4lo),"If you'd like to go into detail about your answers about {resource}, you can do so here. (83afusr)","Please specify which researchers you're thinking of. Also, if you'd like to go into detail about your answers about {resource}, you can do so here. (bj70ff1)",Is there anything else you'd like to tell us? (bty6mmy),Where did you hear about this survey? (auqgbpq),"For how many years have you been paid to work on technical AI alignment research? Please enter an integer, rounded to the nearest year. (ub5lnfb)",fbclid
7498130,44,,2022-07-05 18:44:59,2022-07-05 18:48:31,3.52,t6togir,0,,,"[""the ML Safety newsletter"",""conversations with AI alignment researchers at conferences"",""AGI Safety Fundamentals Course"",""talks by AI alignment researchers"",""Unsolved Problems in ML Safety by Hendrycks et al"",""The Alignment Problem (book)"",""the AI Alignment Newsletter"",""Life 3.0 (book)"",""the ARCHES agenda by Andrew Critch and David Krueger"",""the 80,000 Hours podcast"",""the Embedded Agency sequence on the Alignment Forum"",""Superintelligence (book)"",""Concrete Problems in AI Safety by Amodei et al"",""Rob Miles videos"",""the Iterated Amplification sequence on the Alignment Forum"",""Human Compatible (book)""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I spend some of my time solving technical problems related to AI alignment,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,I spend some of my time publicly communicating about AI alignment,I am paid to work on technical AI alignment research","[""I spend some of my time solving technical problems related to AI alignment"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly"",""I spend some of my time publicly communicating about AI alignment"",""I am paid to work on technical AI alignment research""]",,I am paid to work on technical AI alignment research,"the ML Safety newsletter,conversations with AI alignment researchers at conferences,AGI Safety Fundamentals Course,talks by AI alignment researchers,Unsolved Problems in ML Safety by Hendrycks et al,The Alignment Problem (book),the AI Alignment Newsletter,Life 3.0 (book),the ARCHES agenda by Andrew Critch and David Krueger,the 80,000 Hours podcast,the Embedded Agency sequence on the Alignment Forum,Superintelligence (book),Concrete Problems in AI Safety by Amodei et al,Rob Miles videos,the Iterated Amplification sequence on the Alignment Forum,Human Compatible (book)",3 | 4 | 2 | 2 | 2 | 2 | 4 | 3 | 3 | 1 | 4 | 4 | 3 | 1 | 2 | 2,Human Compatible (book),4 | 4 | 4 | 3 | 1 | 3 | 4 | 3 | 2 | 2 | 2 | 4 | 4 | 2 | 2 | 2,4 | 4 | 0 | 3 | 1 | 1 | 4 | 1 | 2 | 1 | 3 | 4 | 4 | 2 | 2 | 2, |  |  |  |  |  |  |  |  |  |  |  |  | , | ,"",AIS Newsletter,2,
7498137,44,,2022-07-05 18:48:12,,0.00,rnjq0pm,0,,,,,,,,,,,,,,,,,,,,
7498139,44,,2022-07-05 18:49:44,,1.00,8d2bvx6,0,,,"[""the AI Alignment Newsletter"",""the 80,000 Hours podcast"",""Unsolved Problems in ML Safety by Hendrycks et al"",""Human Compatible (book)"",""talks by AI alignment researchers"",""Concrete Problems in AI Safety by Amodei et al"",""The Alignment Problem (book)"",""Superintelligence (book)""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I spend some of my time solving technical problems related to AI alignment,"[""I spend some of my time solving technical problems related to AI alignment""]",,I spend some of my time solving technical problems related to AI alignment,"the AI Alignment Newsletter,the 80,000 Hours podcast,Unsolved Problems in ML Safety by Hendrycks et al,Human Compatible (book),talks by AI alignment researchers,Concrete Problems in AI Safety by Amodei et al,The Alignment Problem (book),Superintelligence (book)",,,,,,,,,,
7498142,44,,2022-07-05 18:50:54,,0.13,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7498276,44,,2022-07-05 19:48:54,,40.97,72erk1d,0,,,[],"[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","",[],,,"",,,,,,,,,,
7498311,44,,2022-07-05 20:04:44,,0.00,rnjq0pm,0,,,,,,,,,,,,,,,,,,,,
7498312,44,,2022-07-05 20:05:04,,0.00,rnjq0pm,0,,,,,,,,,,,,,,,,,,,,
7498316,44,,2022-07-05 20:07:52,,5574.60,rnjq0pm,0,,,,,,,,,,,,,,,,,,,,
7498404,44,,2022-07-05 20:54:53,2022-07-05 20:57:15,2.37,t6togir,0,,,"[""the 80,000 Hours podcast"",""Rob Miles videos""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I spend some of my time doing AI alignment field/community-building,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,I spend some of my time publicly communicating about AI alignment,I help run an organization with an AI alignment mission (e.g. CHAI, MIRI, Anthropic)","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I spend some of my time doing AI alignment field/community-building"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly"",""I spend some of my time publicly communicating about AI alignment"",""I help run an organization with an AI alignment mission (e.g. CHAI, MIRI, Anthropic)""]",2,"I help run an organization with an AI alignment mission (e.g. CHAI, MIRI, Anthropic)","the 80,000 Hours podcast,Rob Miles videos",2 | 3,Rob Miles videos,1 | 3,2 | 1, | ,,"","",,
7498418,44,,2022-07-05 21:03:25,,27.53,now6hjo,0,,,"[""AXRP - the AI X-risk Research Podcast"",""Human Compatible (book)"",""the Iterated Amplification sequence on the Alignment Forum"",""Superintelligence (book)"",""AGI Safety Fundamentals Course"",""the FLI podcast"",""the Value Learning sequence on the Alignment Forum"",""talks by AI alignment researchers"",""the Embedded Agency sequence on the Alignment Forum"",""the ARCHES agenda by Andrew Critch and David Krueger"",""Concrete Problems in AI Safety by Amodei et al"",""the AI Alignment Newsletter"",""Unsolved Problems in ML Safety by Hendrycks et al"",""Rob Miles videos"",""conversations with AI alignment researchers at conferences"",""the 80,000 Hours podcast""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career,I spend some of my time doing AI alignment field/community-building","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career"",""I spend some of my time doing AI alignment field/community-building""]",2,I spend some of my time doing AI alignment field/community-building,"AXRP - the AI X-risk Research Podcast,Human Compatible (book),the Iterated Amplification sequence on the Alignment Forum,Superintelligence (book),AGI Safety Fundamentals Course,the FLI podcast,the Value Learning sequence on the Alignment Forum,talks by AI alignment researchers,the Embedded Agency sequence on the Alignment Forum,the ARCHES agenda by Andrew Critch and David Krueger,Concrete Problems in AI Safety by Amodei et al,the AI Alignment Newsletter,Unsolved Problems in ML Safety by Hendrycks et al,Rob Miles videos,conversations with AI alignment researchers at conferences,the 80,000 Hours podcast",3 | 3 | 2 | 2 | 3 | 1 | 3 | 2 | 3 | 2 | 3 | 2 | 1,Unsolved Problems in ML Safety by Hendrycks et al,2 | 4 | 1 | 2 | 4 | 2 | 3 | 3 | 2 | 1 | 3 | 2 | 0,4 | 2 | 3 | 4 | 4 | 0 | 4 | 2 | 4 | 3 | 4 | 2 | 0,"How good the episode is as an introduction very much depends on the episode. I would not want one to first listen to the episode of Scott Garrabrant explaining Finite Factored Sets since it is not terribly clear how this is relevant to the whole AI stuff. On the other hand, the episode with Katja Grace would be excellent as an introduction, as it goes into why and how one would expect AGI in the first place. | It's the first book I read about the area. His arguments are sound and less dense/(more casually readable) than superintelligence and also by an established researcher, thus making clearer that this isn't just some speculation by some philosophers. |  | As I already said pretty dense. It is also helpful for people like me who only joined when deep learning already was a thing to see what people thought before that time. | I went through this resource with 3 friends who had not yet read that much about alignment. It's really helpful to get started because you get some rough perspective about what kinds of research are being done (It can be kinda hard to get an overview as different source have quite different material (archive vs. alignment forum). | Only intro material. | Pretty important stuff that I think at least daily about (should probably reread it?) | I think some of the stuff on logic might confuse/(lead astray)/(turn away) people who aren't as motivated by pure curiosity about how reasoning/agency works. There is a certain kind of nerdy person (me) who also likes to get nerd snipped a bit and who is very much motivated by questions in the sequence. |  |  |  | I was very confused, who the audience for this paper was? Maybe I am confused and the contribution is differentiating between robustness, alignment, and other kinds of safety, but all in all, it felt more like a paper that tries to get prestige by connecting with mainstream safety concepts, like the chees model thing. It felt less like a paper that I learned something from.",I take this as watching talks on youtube?,,,,
7498658,44,,2022-07-05 23:19:29,,0.00,rnjq0pm,0,,,,,,,,,,,,,,,,,,,,
7498689,44,,2022-07-05 23:41:51,,0.27,8d2bvx6,0,,,"[""AGI Safety Fundamentals Course"",""AIRCS workshops""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,"[""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly""]",,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,"AGI Safety Fundamentals Course,AIRCS workshops",,,,,,,,,,
7499012,44,,2022-07-06 03:03:45,,0.00,rnjq0pm,0,,,,,,,,,,,,,,,,,,,,
7499558,44,,2022-07-06 09:31:20,,0.00,rnjq0pm,0,,,,,,,,,,,,,,,,,,,,
7500002,44,,2022-07-06 14:08:48,,0.08,rnjq0pm,0,,,,,,,,,,,,,,,,,,,,
7500013,44,,2022-07-06 14:15:13,2022-07-06 14:18:29,3.25,t6togir,0,,,"[""AGI Safety Fundamentals Course"",""Human Compatible (book)"",""the AI Alignment Newsletter"",""the 80,000 Hours podcast"",""the ML Safety newsletter"",""Concrete Problems in AI Safety by Amodei et al""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I am trying to move into a technical AI alignment career,"[""I am trying to move into a technical AI alignment career""]",,I am trying to move into a technical AI alignment career,"AGI Safety Fundamentals Course,Human Compatible (book),the AI Alignment Newsletter,the 80,000 Hours podcast,the ML Safety newsletter,Concrete Problems in AI Safety by Amodei et al",3 | 3 | 3 | 4 | 3 | 3,Concrete Problems in AI Safety by Amodei et al,4 | 4 | 3 | 4 | 3 | 4,4 | 1 | 4 | 4 | 3 | 2, |  |  |  |  | ,,"",AGI Safety Fundamentals Slack,,
7500064,44,,2022-07-06 14:37:57,,0.03,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7500088,44,,2022-07-06 14:51:46,,2.45,8d2bvx6,0,,,"[""conversations with AI alignment researchers at conferences"",""the 80,000 Hours podcast"",""The Alignment Problem (book)"",""the FLI podcast"",""AXRP - the AI X-risk Research Podcast"",""the AI Alignment Newsletter"",""Human Compatible (book)"",""Superintelligence (book)"",""Scalable agent alignment via reward modeling: a research direction by Leike et al (aka \""the recursive reward modelling agenda\"")"",""Rob Miles videos"",""AGI Safety Fundamentals Course"",""talks by AI alignment researchers"",""the Embedded Agency sequence on the Alignment Forum"",""the annual AI Alignment Literature Review and Charity Comparison"",""Concrete Problems in AI Safety by Amodei et al""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career,I spend some of my time solving technical problems related to AI alignment,I spend some of my time publicly communicating about AI alignment,I am paid to work on technical AI alignment research","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career"",""I spend some of my time solving technical problems related to AI alignment"",""I spend some of my time publicly communicating about AI alignment"",""I am paid to work on technical AI alignment research""]",5,I am paid to work on technical AI alignment research,"conversations with AI alignment researchers at conferences,the 80,000 Hours podcast,The Alignment Problem (book),the FLI podcast,AXRP - the AI X-risk Research Podcast,the AI Alignment Newsletter,Human Compatible (book),Superintelligence (book),Scalable agent alignment via reward modeling: a research direction by Leike et al (aka ""the recursive reward modelling agenda""),Rob Miles videos,AGI Safety Fundamentals Course,talks by AI alignment researchers,the Embedded Agency sequence on the Alignment Forum,the annual AI Alignment Literature Review and Charity Comparison,Concrete Problems in AI Safety by Amodei et al",,,,,,,,,1,
7500182,44,,2022-07-06 15:43:38,2022-07-06 15:48:20,4.70,t6togir,0,,,"[""the Embedded Agency sequence on the Alignment Forum"",""The Alignment Problem (book)"",""AXRP - the AI X-risk Research Podcast"",""Rob Miles videos"",""the Value Learning sequence on the Alignment Forum"",""conversations with AI alignment researchers at conferences"",""talks by AI alignment researchers"",""AGI Safety Fundamentals Course"",""Superintelligence (book)"",""the 80,000 Hours podcast"",""Human Compatible (book)""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I am trying to move into a technical AI alignment career,I am paid to work on technical AI alignment research","[""I am trying to move into a technical AI alignment career"",""I am paid to work on technical AI alignment research""]",,I am paid to work on technical AI alignment research,"the Embedded Agency sequence on the Alignment Forum,The Alignment Problem (book),AXRP - the AI X-risk Research Podcast,Rob Miles videos,the Value Learning sequence on the Alignment Forum,conversations with AI alignment researchers at conferences,talks by AI alignment researchers,AGI Safety Fundamentals Course,Superintelligence (book),the 80,000 Hours podcast,Human Compatible (book)",4 | 3 | 4 | 4 | 2 | 3 | 2 | 4 | 3 | 4 | 3,Human Compatible (book),2 | 4 | 2 | 4 | 1 | 3 | 0 | 4 | 0 | 4 | 2,4 | 2 | 3 | 3 | 2 | 4 | 2 | 4 | 3 | 4 | 3, |  |  |  |  |  |  |  | , | ,"",AI Safety Fundamentals Slack,0,
